Option,QuestionId,Option Image,IsCorrect
'',576,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/576.C.png',
'',576,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/576.D.png',
'Traffic lights out of order',577,null,1
'Amber signal out of order',577,null,
'Temporary traffic lights ahead',577,null,
'New traffic lights ahead',577,null,
'Traffic going straight on',578,null,
'Traffic turning right',578,null,
'Nobody',578,null,1
'Traffic turning left',578,null,
'Pelican crossings',579,null,
'Motorway exits',579,null,
'Zebra crossings',579,null,
'Level crossings',579,null,1
'No parking at any time',580,null,1
'Parking allowed only for a short time',580,null,
'Slow down to 20 mpn',580,null,
'Sounding horns isn't allowed',580,null,
'To pass traffic that's queuing back at a junction',581,null,
'To pass a car signalling to turn left ahead',581,null,
'To pass a road maintenance vehicle travelling at 10 mph or less',581,null,1
'To pass a vehicle that's towing a trailer',581,null,
'Don't cross the line',582,null,
'No stopping allowed',582,null,
'You're approaching a hazard',582,null,1
'No overtaking allowed',582,null,
'At traffic lights',583,null,
'On road humps',583,null,1
'Near a level crossing',583,null,
'At a box junction',583,null,
'',584,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/584.A.png',1
'',584,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/584.B.png',
'',584,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/584.C.png',
'',584,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/584.D.png',
'Speed on the major road is derestricted',585,null,
'It's a busy junction',585,null,
'Visibility along the major road is restricted',585,null,1
'The junction is on a downhill gradient',585,null,
'Give way to traffic from the right',586,null,1
'Traffic from the left has right of way',586,null,
'You have right of way',586,null,
'Stop at the line',586,null,
"'Flash the headlights, indicate left ad point to the left'",587,null,1
'Overtake and give a slowing down arm signal',587,null,
"'Use the siren, overtake, cut in front and stop'",587,null,
"'Pull alongside you, use the siren and ware you to stop'",587,null,
'Turn left only',588,null,
'Turn right only',588,null,
'Continue ahead only',588,null,
'Stop at the stop line',588,null,1
'The driver is slowing down',589,null,
'The driver intends to turn right',589,null,
'The driver wishes to overtake',589,null,
'The driver intends to to turn left',589,null,1
'Change to the lane on your left',590,null,1
'Leave the motorway at the next exit',590,null,
'Change to the opposite carriageway',590,null,
'Pull up on the hard shoulder',590,null,
'Temporary minium speed 50 mph',591,null,
'No services for 50 miles',591,null,
'Obstruction 50 metres (164 feet) ahead',591,null,
'Temporary maximum speed 50 mph',591,null,1
'Through traffic to use left lane',592,null,
'Right-hand lane T-junction only',592,null,
'Right-hand lane closed ahead',592,null,1
'11 tonne weight limit',592,null,
'The distance to the nearest town',593,null,
'The route number of the road',593,null,
'The number of the next junction',593,null,1
'The speed limit on the slip road',593,null,
'As a high-speed lane',594,null,
'As an overtaking lane',594,null,1
'As a right-turn lane',594,null,
'As an acceleration lane',594,null,
'Separating the slip road from the motorway',595,null,
'On the left-hand edge of the road',595,null,
'On the right-hand edge of the road',595,null,1
'Separating the lanes',595,null,
'Separating driving lanes',596,null,
'between the hard shoulder and the carriageway',596,null,
'At slip-road entrances and exits',596,null,1
'Between the carriageway and the central reservation',596,null,
'Leave the motorway at the next exit',597,null,1
'Turn left immediately',597,null,
'Change lane',597,null,
'Move onto the hard shoulder',597,null,
'No motor vehicles',598,null,
'End of motorway',598,null,1
'No through road',598,null,
'End of bus lane',598,null,
'',599,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/599.A.png',
'',599,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/599.B.png',
'',599,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/599.C.png',
'',599,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/599.D.png',1
'50 mph',600,null,
'60 mph',600,null,1
'40 mph',600,null,
'70 mph',600,null,
'End of motorway',601,null,
'End of restriction',601,null,1
'Lane ends ahead',601,null,
'Free revovery ends',601,null,
'A diversion route',602,null,1
'A picnic area',602,null,
'A pedestrian zone',602,null,
'A cycle route',602,null,
'Compulsory maximum speed limit',603,null,1
'Advisory maximum spped limit',603,null,
'Compulsory minimum speed limit',603,null,
'Advised separation distance',603,null,
'Maintain the same speed',604,null,
'Carry on with great care',604,null,1
'Find another route',604,null,
'Telephone the police',604,null,
'Motorcycles only',605,null,
'No cars',605,null,
'Cars only',605,null,
'No motorcycles',605,null,1
'Move into the right-hand lane',606,null,
'Stop behind the flashing lights',606,null,
'Pass the lorry on the left',606,null,1
'Leave the motorway at the next exit',606,null,
'Continue in that lane and look for further information',607,null,
'Don't continue in that lane',607,null,1
'Pull onto the hard shoulder',607,null,
'Stop and wait for an instruction to proceed',607,null,
'To give you right of way',608,null,
'To attract a friend's attention',608,null,
'To warn others of your presence',608,null,1
'To make slower drivers more over',608,null,
'When another road user poses a danger',609,null,1
'When the road is blocked by queuing traffic',609,null,
'When it's used only briefly',609,null,
'When signalling that you're just arrived',609,null,
'You can park on the days and times shown',610,null,
'No parking on the days and times shown',610,null,1
'No parking at all from Monday to Friday',610,null,
'End of the urban clearway restrictions',610,null,
'Quayside or river bank',611,null,1
'Steep hill downwards',611,null,
'Uneven road surface',611,null,
'Road liable to flooding',611,null,
'',612,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/612.A.png',
'',612,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/612.B.png',
'',612,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/612.C.png',1
'',612,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/612.D.png',
'Bus lane',613,null,
'Hazard warning',613,null,1
'Giveway',613,null,
'Lane marking',613,null,
'It separates traffic flowing in opposite directions',614,null,1
'It marks an area to be used by overtaking motorcyclists',614,null,
'It's a temporary marking to warn of the roadworks',614,null,
'It separates the two sides of the dual carriageway',614,null,
'There's a radar speed trap ahead',615,null,
'They're giving way to you',615,null,
'They're warning you of their presence',615,null,1
'There's a fault with your vehicle',615,null,
'Cars must stop',616,null,
'Trams must stop',616,null,1
'Both trams and cars must stop',616,null,
'Both trams and cars can continue',616,null,
'At a railway crossing',617,null,
'At a mini-roundabout',617,null,1
'On a motorway',617,null,
'On a pedestrian crossing',617,null,
'Turn left at the next junction',618,null,
'Pull up on the left',618,null,1
'Stop immediately',618,null,
'More over to the left',618,null,
'Red alone',619,null,1
'Red and amber together',619,null,
'Green and amber together',619,null,
'Green alone',619,null,
'Leave the motorway at the next exit',620,null,1
'All vehicles use the hard shoulder',620,null,
'Sharp bend to the left ahead',620,null,
'Stop: all lanes ahead closed',620,null,
'Stop only if traffic is approaching',621,null,
'Stop even if the road is clear',621,null,1
'Stop only if children are waiting to cross',621,null,
'Stop only if a red light is showing',621,null,
'',622,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/622.A.png',
'',622,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/622.B.png',
'',622,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/622.C.png',
'',622,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/622.D.png',1
'Buses turning',623,null,
'Ring road',623,null,
'Mini-roundabout',623,null,1
'Keep right',623,null,
'Two-way traffic straight ahead',624,null,
'Two-way traffic crosses a one-way road',624,null,1
'Two-way traffic over a bridge',624,null,
'Two-way traffic crosses a two-day road',624,null,
'Two-way traffic crosses a one-way road',625,null,
'Traffic approaching you has priority',625,null,
'Two-way traffic straight aheada',625,null,1
'Motorway contraflow system ahead',625,null,
'Hump bridge',626,null,1
'Traffic-calming hump',626,null,
'Low bridge',626,null,
'Uneven road',626,null,
'',627,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/627.A.png',
'',627,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/627.B.png',
'',627,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/627.C.png',1
'',627,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/627.D.png',
'Direction to park-and-ripe car park',628,null,1
'No parking for buses or coaches',628,null,
'Direction to bus and coach park',628,null,
'Parking area for cars and coaches',628,null,
'Pass the lights if the road is clear',629,null,
'Take care because there's a fault with the lights',629,null,
'Wait for the green light',629,null,1
'Stop because the lights are changing to red',629,null,
'Phone the signal operator',630,null,
'Alert drivers behind you',630,null,
'Wait',630,null,1
'Proceed with caution',630,null,
'Direction to an emergency pedestrian exit',631,null,1
'Beware of pedestrians: no footpath ahead',631,null,
'No access for pedestrians',631,null,
'Beware of pedestrians crossing ahead',631,null,
'',632,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/632.A.png',
'',632,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/632.B.png',1
'',632,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/632.C.png',
'',632,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/632.D.png',
'With-flow bus and cycle lane',633,null,1
'Contraflow bus and cycle lane',633,null,
'No buses and cycles allowed',633,null,
'No waiting for buses and cycles',633,null,
'',634,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/634.A.png',1
'',634,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/634.B.png',
'',634,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/634.C.png',
'',634,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/634.D.png',
'School crossing patrol',635,null,
'No pedestrians allowed',635,null,
'Pedestrian zone - no vehicle',635,null,
'Zebra crossing ahead',635,null,1
'',636,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/636.A.png',
'',636,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/636.B.png',1
'',636,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/636.C.png',
'',636,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/636.D.png',
'',637,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/637.A.png',
'',637,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/637.B.png',
'',637,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/637.C.png',1
'',637,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/637.D.png',
'',638,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/638.A.png',
'',638,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/638.B.png',1
'',638,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/638.C.png',
'',638,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/638.D.png',
'This is a single-track road',639,null,
'You can't stop on this road',639,null,
'Only one lane is in use',639,null,
'All traffic is going one way',639,null,1
'Red and amber',640,null,1
'Green alone',640,null,
'Amber alone',640,null,
'Green and amber',640,null,
'Low bridge ahead',641,null,
'Tunnel ahead',641,null,1
'Ancient monument ahead',641,null,
'Traffic danger spot ahead',641,null,
'The edge of the carriageway',642,null,1
'The approach to a hazard',642,null,
'No parking',642,null,
'No overtaking',642,null,
'Entrance on the left',643,null,
'All vehicles turn left',643,null,
'Return to your side of the road',643,null,1
'Road bends to the left',643,null,
'',644,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/644.A.png',
'',644,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/644.B.png',
'',644,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/644.C.png',1
'',644,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/644.D.png',
'Move out and accelerate hard',645,null,
'Wait until the vehicle starts to turn in',645,null,1
'Pull out before the vehicle reaches the junction',645,null,
'Move out slowly',645,null,
'Instead of sounding the horn in a built-up area between 11.30 pm and 7.00 am',646,null,
"'On a motorway or unrestricted dual carriageway, to warn of a hazard ahead'",646,null,1
"'On rural routes, after a sign warning of animals'",646,null,
"'On the approach to toucan crossings, where cyclists are waiting to cross'",646,null,
'To avoid flattening the battery',647,null,
'To avoid misleading other road users',647,null,1
'To avoid misleading other road users',647,null,
'To avoid damage to the indicator relay',647,null,
'As you're passing or just after the junction',648,null,1
'Just before you reach the junction',648,null,
'Well before you reach the junction',648,null,
'It would be better not to signal at all',648,null,
'Three years after the date it was issued',649,null,
"'10,000 miles'",649,null,
'One year after the date it was issued',649,null,1
"'30,000 miles'",649,null,
'A document issued before you receive your driving licence',650,null,
'A document issued before you receive your insurance certificate',650,null,1
'A document issued before you receive your registration document',650,null,
'A document issued before you receive your MOT certificate',650,null,
'Retake only your theory test',651,null,
'Retake your theory and practical tests',651,null,1
'Retake only your practical test',651,null,
'Reapply for your full licence immediately',651,null,
"'Until the vehicle is taxed, sold or scrapped'",652,null,1
'Until the vehicle is insured and MOT'd',652,null,
'Until the vehicle is repaired or modified',652,null,
'until the vehicle is used on the road',652,null,
'A notification to tell DVSA that a vehicle doesn't have a current MOT',653,null,
'Information kept by the police about the owner of a vehicle',653,null,
'A notification to tell DVLA that a vehicle isn't being used on the road',653,null,1
'Information held by insurance companies to check a vehicle is insured',653,null,
'Unlimited',654,null,1
'500',654,null,
'1000',654,null,
'5000',654,null,
'The registered vehicle keeper',655,null,1
'The vehicle manufacturer',655,null,
'Your insurance company',655,null,
'The licensing authority',655,null,
'When making a SORN',656,null,
'When buying or selling a vehicle',656,null,
'When a police officer asks you for it',656,null,1
'When your vehicle is having an MOT test',656,null,
'Before you can make s SORN',657,null,
'Before you can sell the vehicle',657,null,
'Before you can scrap the vehicle',657,null,
'Before you can tax the vehicle',657,null,1
'An appropriate driving licence',658,null,1
'Breakdown cover',658,null,
'Proof of your identity',658,null,
'A vehicle handbook',658,null,
'Valid insurance',659,null,1
'The vehicle's chassis number',659,null,
'The handbook',659,null,
'A valid driving lecence',659,null,
'5 days',660,null,
'7 days',660,null,1
'14 days',660,null,
'21 days',660,null,
'When you pass your driving test',661,null,
'When you move house',661,null,1
'When your vehicle needs an MOT',661,null,
'When you have a collision',661,null,
'That the vehicle owner has third-party insurance cover',662,null,
'That your own vehicle has insurance cover',662,null,
'That the vehicle is insured fr your use',662,null,1
'That the insurance documents are in the vehicle',662,null,
'The vehicle service record',663,null,
'The vehicle insurance',663,null,1
'The vehicle tax',663,null,
'The vehicle registration document',663,null,
'They must display green L plates',664,null,
'They must have a new photograph taken for their full licence',664,null,
'They must be accompanied on their first motorway journey',664,null,
'They must have valid motor insurance',664,null,1
'Damage to your vehicle',665,null,
'Fire damage to your vehicle',665,null,
'Flood damage to your vehicle',665,null,
'Damage to other vehicles',665,null,1
'The driver of the vehicle',666,null,
'The registered keeper of the vehicle',666,null,1
'The car dealer',666,null,
'The Driver and Vehicle Licensing Agency (DVLA)',666,null,
'The registered keeper',667,null,1
'The type of insurance cover',667,null,
'The service history details',667,null,
'The date ò the MOT',667,null,
'When you get a parking ticket',668,null,
'When you change your vehicle',668,null,1
'When you use your vehicle for work',668,null,
'When your vehicle's insurance is due',668,null,
'When your health affects your driving',669,null,1
'When you have to work abroad',669,null,
'When you lend your vehicle to someone',669,null,
'When your vehicle needs an MOT certificate',669,null,
'When you're under 25 years old',670,null,
'When you don't wear glasses',670,null,
'When you pass the driving test first time',670,null,
'When you complete the Pass Plus scheme',670,null,1
'To have a car with dual controls',671,null,
'To be at least 21 years old',671,null,1
'To be an approved driving instructor',671,null,
'To hold an advanced driving certificate',671,null,
'Up to seven days after the old cartificate has run out',672,null,
'When driving to an MOT contre to arrange an appointment',672,null,
'When driving the car with the owner's permission',672,null,
'When driving to an appointment at an MOT centre',672,null,1
'When it's one year old',673,null,
'When it's three years old',673,null,1
'When it's five years old',673,null,
'When it's seven years old',673,null,
'Damage to your vehicle',674,null,
'Damage to other vehicle',674,null,1
'Injury to yourself',674,null,
'All damage and injury',674,null,
"'Third party, fire and theft'",675,null,
'Comprehensive',675,null,
'Third party only',675,null,1
'Personal injury cover',675,null,
'The insurance company will pay the first £500 of any claim',676,null,
'You'll be paid £500 if you don't claim within one year',676,null,
'Your vehicle is insured for a value of £500 if it's stolen',676,null,
'You'll have to pay the first £500 of the cost of any claim',676,null,1
'When stopped and temporarily obstructing traffic',677,null,1
'When travelling during darkness without headlights',677,null,
'When parked on double yellow lines to visit a shop',677,null,
'When travelling slowly because you're lost',677,null,
'Pull up very close to the vehicle in front to save space',678,null,
"'Ignore any message signs, as they're never up to date'",678,null,
'Keep a safe distance from the vehicle in front',678,null,1
'Make a U-turn and find another route',678,null,
'Walk them around and keep them talking',679,null,
'Dab the wound',679,null,
'Get them a drink',679,null,
'Apply pressure over the wound',679,null,1
'Take photographs of the scene',680,null,
'Check that they're breathing normally ',680,null,1
'Move them to somewhere more comfortable',680,null,
'Splash their face with cool water',680,null,
'10 times per minute',681,null,
'120 times per minute',681,null,1
'60 times per minute',681,null,
'240 times per minute',681,null,
'Flushed complexion',682,null,
'Warm dry skin',682,null,
'Slow pulse',682,null,
'Rapid shallow breathing',682,null,1
'Press firmly between their shoulders',683,null,
'Place their arms by their side',683,null,
'Give them a hot sweet drink',683,null,
'Check their aiway remains open',683,null,1
'Remove their safety helmet',684,null,
'Seek medical assistance',684,null,1
'Move the person off the road',684,null,
'Remove their leather jacket',684,null,
'Go to the next emergency telephone and report the hazard',685,null,1
'Catch up with the lorry and try to get the driver's attention',685,null,
'Stop close to the box until the police arrive',685,null,
"'Pull over to the hard shoulder, then remove the box'",685,null,
'Hazard warning lines',686,null,
'Other drivers flashing their lights',686,null,
'Variable message signs',686,null,1
'Areas with hatch markings',686,null,
'1 to 2 centimetres',687,null,
'5 to 6 centimetres',687,null,1
'10 to 15 centimetres',687,null,
'15 to 20 centimetres',687,null,
'Make sure that an ambulance has been called',688,null,1
'Stop other cars and ask the drivers for help',688,null,
'Try and get people who are injured to drink something',688,null,
'Move the people who are injured clear of their vehicles',688,null,
'Only when it's essential',689,null,1
'Always straight away',689,null,
'Only when the motorcyclist asks',689,null,
"'Always, unless they're in shock'",689,null,
'Check whether they're breathing normally',690,null,1
'Check whether they're bleeding',690,null,
'Check whether they have any broken bones',690,null,
'Check whether they have any bruising',690,null,
'Whether their vehicle is insured',691,null,
'Whether they have any allergies',691,null,
'Whether they're comfortable',691,null,
'Whether their airway is open ',691,null,1
'Keep them warm and comfortable',692,null,1
'Give them something to eat',692,null,
'Keep them on the move by walking them around',692,null,
'Give them a warm drink',692,null,
'Give them a drink',693,null,
'Reassure them confidently',693,null,1
'Ask who caused the incident',693,null,
'Offer them a cigarette',693,null,
'Move the rider out of the road',694,null,
'Warn other traffic',694,null,1
'Clear the road of debris',694,null,
'Give the rider ressurance',694,null,
'Find their parents and explain what's happening',695,null,
'Open their airway and begin CPR',695,null,1
'Put them in the recovery position and slap their back',695,null,
'Talk to them confidently until an ambulance arrives',695,null,
'Put their arms across their chest',696,null,
'Shake them firmly',696,null,
'Roll them onto their side',696,null,
'Open their airway ',696,null,1
'Apply lotions to the injury',697,null,
'Burst any blisters',697,null,
'Remove anything sticking to the burns',697,null,
"'Douse the burns with clean, cool water'",697,null,1
'Dab the wound to stop the bleeding',698,null,
'Keep the casualty's legs flat on the ground',698,null,
'Give them a warm drink',698,null,
'Apply firm pressure over the wound',698,null,1
'When an ambulance is on its way',699,null,
'When bystanders tell you to move them',699,null,
'When there's a risk of further danger',699,null,1
'When bystanders offer to help you',699,null,
'Move them away from the vehicles',700,null,
'Ask them how it happened',700,null,
'Give them something to eat',700,null,
'Keep them where they are',700,null,1
'',701,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/701.A.png',
'',701,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/701.B.png',1
'',701,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/701.C.png',
'',701,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/701.D.png',
'Your vehicle registration document',702,null,
'Your driving licence',702,null,1
'Your theory test certificate',702,null,
'Your vehicle service record',702,null,
'Only as a last resort',703,null,
'As soon as possible',703,null,1
'After you've woken them up',703,null,
'After checking for broken bones',703,null,
'Treat the person for shock',704,null,
'Warn other traffic',704,null,1
'Place them in the recovery position',704,null,
'Make sure the injured person is kept warm',704,null,
'code Keep their head tilted forwards as far as possible',705,null,
'Follow the DR ABC ',705,null,1
'Raise their legs to help with circulation',705,null,
'Try to give them something to drink',705,null,
'Reassure them confidently',706,null,1
'Offer them a cigarette',706,null,
'Give them a warm drink',706,null,
'Offer them some food',706,null,
'They might not want you to remove it',707,null,
'Removing it could make any injuries worse',707,null,1
'Removing it could let them get cold',707,null,
'You could scratch the helmet as you remove it',707,null,
'When a vehicle is following too closely',708,null,
'When you slow down quickly because of danger ahead',708,null,1
'When you're being towed by another vehicle',708,null,
'When you're riding on the hard shoulder',708,null,
'5 metres (16 feet)',709,null,
'25 metres (82 feet)',709,null,
'45 metres (147 feet)',709,null,1
'100 metres (328 feet)',709,null,
'Tell drivers behind what's happened',710,null,
'Leave your vehicle and get everyone clear',710,null,1
'Walk down the track and signal the next train',710,null,
'Stay in your car until you're told to move',710,null,
'Pull on the parking brake',711,null,
'Brake as quickly as possible',711,null,
'Pull up slowly at the side of the road',711,null,1
'Continue on at a normal speed',711,null,
'Drive slowly to the next service area to get assistance',712,null,
'Pull up on the hard shoulder or in an emergency refuge area. Change the wheel as quickly as possible',712,null,
'Pull up on the hard shoulder or in an emergency refuge area and call for assistance',712,null,1
'Switch on your hazard warning lights. Stop in your lane',712,null,
'Get out of the car and clear of the crossing',713,null,1
'Run down the track to warn the signal operator',713,null,
'Carry on trying to restart the engine',713,null,
'Push the vehicle clear of the crossing',713,null,
'Switch off your radio',714,null,
'Take off your sunglasses',714,null,1
'Close your sunroof',714,null,
'Switch on your windscreen wipers',714,null,
'Sidelights',715,null,
'Front spotlights',715,null,
'Dipped headlights ',715,null,1
'Rear fog lights',715,null,
'Keep water levels above maximum',716,null,
'Check out any strong smell of fuel',716,null,1
'Avoid driving with a full tank of fuel',716,null,
'Use fuel additives',716,null,
'Stop at the next emergency telephone and report the incident',717,null,1
'Stop on the motorway and switch on hazard warning lights while you pick it up',717,null,
'Walk back up the motorway to pick it up',717,null,
'Pull up on the hard shoulder and wave traffic down',717,null,
'Continue if the engine sounds all right',718,null,
'Hope that it's just a temporary electrical fault',718,null,
'Deal with the problem when there's more time',718,null,
'Check out the problem quickly and safely',718,null,1
'Stay in your vehicle and wait for the police',719,null,
'Stand in the lane behind your vehicle to warn others',719,null,
'Stand in front of your vehicle to warn oncoming drivers',719,null,
"'Switch on hazard warning lights, then go and call for help'",719,null,1
"'Leave it where it is, with the engine running'",720,null,
"'Pull up, then walk to an emergency telephone'",720,null,
'Park it away from the carriageway',720,null,
'Drive it out of the tunnel if it's safe to do so',720,null,1
'Get everyone out of the vehicle and clear of the crossing',721,null,1
'Telephone your vehicle recovery service to move it',721,null,
'Walk along the track to give warning to any approaching trains',721,null,
'Try to push the vehicle clear of the crossing as soon as possible',721,null,
'Stop only if someone waves at you',722,null,
'Call the emergency services',722,null,
'Stop at the scene of the incident',722,null,1
'Call your insurance company',722,null,
'Your occupation and reason for your journey',723,null,
"'Your name, address, and vehicle registration number '",723,null,1
'Your national insurance number',723,null,
'Your internet service provider',723,null,
'Report the incident to the police within 24 hours',724,null,1
'Go back to tell the house owner the next day',724,null,
'Report the incident to your insurance company when you get home',724,null,
'Find someone in the area to tell them about it immediately',724,null,
'You mustn't exceed 50 mph',725,null,
'You mustn't overtake',725,null,
'You must have a stabiliser fitted',725,null,
'You mustn't use the right-hand lane',725,null,1
'Ease off the accelerator to reduce your speed',726,null,1
'Let go of the steering wheel and let it correct itself',726,null,
'Brake hard and hold the pedal down',726,null,
'Accelerate until it stabilises',726,null,
'When the roads are slippery',727,null,
'When the vehicle is fitted with anti-lock brakes',727,null,
'When the tyre tread is worn below 2 mm',727,null,
'When carrying a heavy load',727,null,1
'It will improve the road holding',728,null,
'It will reduce the stopping distance',728,null,
'It will make the steering lighter',728,null,
'It will reduce stability',728,null,1
'The vehicle's gearbox',729,null,
'The vehicle's ventilation',729,null,
'The vehicle's handling',729,null,1
'The vehicle's battery',729,null,
'The driver of the vehicle',730,null,1
'The owner of the items being carried',730,null,
'The person who loaded the vehicle',730,null,
'The licensing authority',730,null,
'A jockey wheel fitted to the tow bar',731,null,
'Power steering fitted to the towing vehicle',731,null,
'Anti-lock brakes fitted to the towing vehicle',731,null,
'A stabiliser fitted to the tow bar',731,null,1
"'Yes, if they're over 14'",732,null,
"'No, not at any time'",732,null,1
'Only if all the seats in the towing vehicle are full',732,null,
'Only if a stabiliser is fitted',732,null,
'Stabiliser ',733,null,
'Jockey wheel',733,null,
'Corner steadies',733,null,
'Breakaway cable',733,null,1
'In the vehicle handbook',734,null,1
'In The Highway Code',734,null,
'In your vehicle registration certificate',734,null,
'In your licence documents',734,null,
'Securely fastened with suitable restraints',735,null,1
'Loaded towards the rear of the vehicle',735,null,
'Visible in your exterior mirror',735,null,
'Covered with plastic sheeting',735,null,
'A child seat',736,null,1
'An adult holding a child',736,null,
'An adult seat belt',736,null,
'An adult lap belt',736,null,
