ID,Topic No.,Topic Name,Q.No,Question,Q.Image,A,A.Image,B,B.Image,C,C.Image,D,D.Image,Answer
544,11,Road and traffic signs,29,What does this sign mean?,yes,Bus station on the right,no,Contraflow bus lane,no,With-flow bus lane,no,Give way to buses,no,B
545,11,Road and traffic signs,30,What does this sign mean?,yes,Tourist directions,no,Primary roads,no,Motorway routes,no,Minor roads,no,A
546,11,Road and traffic signs,31,What does this sign mean?,yes,Tourist attraction,no,Beware of trains,no,Level crossing,no,Beware of trams,no,A
547,11,Road and traffic signs,32,What's the purpose of triangular shaped signs?,yes,To give warnings,no,To give information,no,To give orders,no,To give directions,no,A
548,11,Road and traffic signs,33,What does this sign mean?,yes,Turn left ahead,no,T-junction,no,No through road,no,Give way,no,B
549,11,Road and traffic signs,34,What does this sign mean?,yes,Multi-exit roundabout,no,Risk of ice,no,Six roads converge,no,Place of historical interest,no,B
550,11,Road and traffic signs,35,What does this sign mean?,yes,Crossroads,no,Level crossing with gate,no,Level crossing without gate,no,Ahead only,no,A
551,11,Road and traffic signs,36,What does this sign mean?,yes,Ring road,no,Mini-roundabout,no,No vehicles,no,Roundabout,no,D
552,11,Road and traffic signs,37,What information would be shown in a triangular road sign?,yes,Road narrows,no,Ahead only,no,Keep left,no,Minimum speed,no,A
553,11,Road and traffic signs,38,What does this sign mean?,yes,Cyclists must dismount,no,Cycles aren't allowed,no,Cycle route ahead,no,Cycle in single file,no,C
554,11,Road and traffic signs,39,Which sign means that pedestrians may be walking along the road?,no,,yes,,yes,,yes,,yes,A
555,11,Road and traffic signs,40,Which sign means there's a double bend ahead?,no,,yes,,yes,,yes,,yes,B
556,11,Road and traffic signs,41,What does this sign mean?,yes,Wait at the barriers,no,Wait at the crossroads,no,Give way to trams,no,Give way to farm vehicles,no,C
557,11,Road and traffic signs,42,What does this sign mean?,yes,Hump bridge,no,Humps in the road,no,Entrance to tunnel,no,Soft verges,no,B
558,11,Road and traffic signs,43,Which sign means the end of a dual carriageway?,no,,yes,,yes,,yes,,yes,D
559,11,Road and traffic signs,44,What does this sign mean?,yes,End of dual carriageway,no,Tall bridge,no,Road narrows,no,End of narrow bridge,no,A
560,11,Road and traffic signs,45,What does this sign mean?,yes,Side winds,no,Road noise,no,Airport,no,Adverse camber,no,A
561,11,Road and traffic signs,46,What does this traffic sign mean?,yes,Slippery road ahead,no,Tyres liable to punctures ahead,no,Danger ahead,no,Service area ahead,no,C
562,11,Road and traffic signs,47,You're about to overtake. What should you do when you see this sign?,yes,Overtake the other driver as quickly as possible,no,Move to the right to get a better view,no,Switch your headlights on before overtaking,no,Hold back until you can see clearly ahead,no,D
563,11,Road and traffic signs,48,What does this sign mean?,yes,Level crossing with gate or barrier,no,Gated road ahead,no,Level crossing without gate or barrier,no,Cattle girl ahead,no,A
564,11,Road and traffic signs,49,What does this sign mean?,yes,No trams ahead,no,Oncoming trams,no,Trams crossing ahead,no,Trams only,no,C
565,11,Road and traffic signs,50,What does this sign mean?,yes,Adverse caber,no,Steep hill downwards,no,Uneven road,no,Steep hill upwards,no,B
566,11,Road and traffic signs,51,What does this sign mean?,yes,Uneven road surface,no,Bridge over the road,no,Road ahead ends,no,Water across the road,no,D
567,11,Road and traffic signs,52,What does this sign mean?,yes,Turn left for parking area,no,No through road on the left,no,No entry for traffic turning left,no,Turn left for ferry terminal,no,B
568,11,Road and traffic signs,53,What does this sign mean?,yes,T-junction,no,No through road,no,Telephone box ahead,no,Toilet ahead,no,B
569,11,Road and traffic signs,54,Which is the sign for a ring road?,no,,yes,,yes,,yes,,yes,C
570,11,Road and traffic signs,55,What does this sign mean?,yes,The right-hand lane ahead is narrow,no,Right-hand lane for buses only,no,Right-hand lane for turning right,no,The right-hand lane is closed,no,D
571,11,Road and traffic signs,56,What does this sign mean?,yes,Change to the left-hand lane,no,Leave at the next exit,no,Contraflow system,no,One-way street,no,C
572,11,Road and traffic signs,57,What does this sign mean?,yes,Leave motorway at next exit,no,Lane for heavy and slow vehicles,no,All lorries use the hard shoulder,no,Rest area for lorries,no,B
573,11,Road and traffic signs,58,What does a red traffic light mean?,yes,You should stop unless turning left,no,"Stop, if you're able to brake safely",no,You must stop and wait behind the stop line,no,Proceed with care,no,C
574,11,Road and traffic signs,59,"At traffic lights, what does it mean when the amber light shows on its own?",yes,Prepare to go,no,Go if the way is clear,no,Go if no pedestrians are crossing,no,Stop at the stop line,no,D
575,11,Road and traffic signs,60,You're a junction controlled by traffic lights. When should you wait at a green light?,yes,When pedestrians are waiting to cross,no,When your exit from the junction is blocked,no,When you think the lights may be about to change,no,When you intend to turn right,no,B
576,11,Road and traffic signs,61,"You're in the left-hand lane at traffic lights, waiting to turn left. Which signal means you must wait?",no,,yes,,yes,,yes,,yes,A
577,11,Road and traffic signs,62,What does this sign mean?,yes,Traffic lights out of order,no,Amber signal out of order,no,Temporary traffic lights ahead,no,New traffic lights ahead,no,A
578,11,Road and traffic signs,63,Who has priority when traffic lights are out of order?,no,Traffic going straight on,no,Traffic turning right,no,Nobody,no,Traffic turning left,no,C
579,11,Road and traffic signs,64,Where would you find thses flashing red light signals?,yes,Pelican crossings,no,Motorway exits,no,Zebra crossings,no,Level crossings,no,D
580,11,Road and traffic signs,65,What do these zigzag white lines mean?,yes,No parking at any time,no,Parking allowed only for a short time,no,Slow down to 20 mpn,no,Sounding horns isn't allowed,no,A
581,11,Road and traffic signs,66,When may you cross a double solid white line in the middle of the road?,yes,To pass traffic that's queuing back at a junction,no,To pass a car signalling to turn left ahead,no,To pass a road maintenance vehicle travelling at 10 mph or less,no,To pass a vehicle that's towing a trailer,no,C
582,11,Road and traffic signs,67,What does this road marking mean?,yes,Don't cross the line,no,No stopping allowed,no,You're approaching a hazard,no,No overtaking allowed,no,C
583,11,Road and traffic signs,68,Where would you see this road marking?,yes,At traffic lights,no,On road humps,no,Near a level crossing,no,At a box junction,no,B
584,11,Road and traffic signs,69,Which diagram shows a hazard warning line?,no,,yes,,yes,,yes,,yes,A
585,11,Road and traffic signs,70,Why does this junction have a 'stop' sign and a stop line on the road?,yes,Speed on the major road is derestricted,no,It's a busy junction,no,Visibility along the major road is restricted,no,The junction is on a downhill gradient,no,C
586,11,Road and traffic signs,71,What does this line across the road at the entrance to a roundabout mean?,yes,Give way to traffic from the right,no,Traffic from the left has right of way,no,You have right of way,no,Stop at the line,no,A
587,11,Road and traffic signs,72,How will a police officer in a patrol vehicle signal for you to stop?,no,"Flash the headlights, indicate left ad point to the left",no,Overtake and give a slowing down arm signal,no,"Use the siren, overtake, cut in front and stop",no,"Pull alongside you, use the siren and ware you to stop",no,A
588,11,Road and traffic signs,73,You're approaching a junction where the traffic lights aren't working. What should you do when a police officer gives this signal?,yes,Turn left only,no,Turn right only,no,Continue ahead only,no,Stop at the stop line,no,D
589,11,Road and traffic signs,74,What does this arm signal mean?,yes,The driver is slowing down,no,The driver intends to turn right,no,The driver wishes to overtake,no,The driver intends to to turn left,no,D
590,11,Road and traffic signs,75,What does this motorway sign mean?,yes,Change to the lane on your left,no,Leave the motorway at the next exit,no,Change to the opposite carriageway,no,Pull up on the hard shoulder,no,A
591,11,Road and traffic signs,76,What does this motorway sign mean?,yes,Temporary minium speed 50 mph,no,No services for 50 miles,no,Obstruction 50 metres (164 feet) ahead,no,Temporary maximum speed 50 mph,no,D
592,11,Road and traffic signs,77,What does this sign mean?,yes,Through traffic to use left lane,no,Right-hand lane T-junction only,no,Right-hand lane closed ahead,no,11 tonne weight limit,no,C
593,11,Road and traffic signs,78,What does '25' mean on this motorway sign?,yes,The distance to the nearest town,no,The route number of the road,no,The number of the next junction,no,The speed limit on the slip road,no,C
594,11,Road and traffic signs,79,How should the right-hand lane of a three-lane motorway be used?,no,As a high-speed lane,no,As an overtaking lane,no,As a right-turn lane,no,As an acceleration lane,no,B
595,11,Road and traffic signs,80,Where can you find reflective amber studs on a motorway?,no,Separating the slip road from the motorway,no,On the left-hand edge of the road,no,On the right-hand edge of the road,no,Separating the lanes,no,C
596,11,Road and traffic signs,81,Where would you find green reflective studs on a motorway?,no,Separating driving lanes,no,between the hard shoulder and the carriageway,no,At slip-road entrances and exits,no,Between the carriageway and the central reservation,no,C
597,11,Road and traffic signs,82,What should you do when you see this sign as you travel along a motorway?,yes,Leave the motorway at the next exit,no,Turn left immediately,no,Change lane,no,Move onto the hard shoulder,no,A
598,11,Road and traffic signs,83,What does this sign mean?,yes,No motor vehicles,no,End of motorway,no,No through road,no,End of bus lane,no,B
599,11,Road and traffic signs,84,Which sign means that the national speed limit applies?,no,,yes,,yes,,yes,,yes,D
600,11,Road and traffic signs,85,What's the national speed limit on a single carriageway road?,no,50 mph,no,60 mph,no,40 mph,no,70 mph,no,B
601,11,Road and traffic signs,86,What does this sign mean?,yes,End of motorway,no,End of restriction,no,Lane ends ahead,no,Free revovery ends,no,B
602,11,Road and traffic signs,87,What does this sign indicate?,yes,A diversion route,no,A picnic area,no,A pedestrian zone,no,A cycle route,no,A
603,11,Road and traffic signs,88,What does this traffic sign mean?,yes,Compulsory maximum speed limit,no,Advisory maximum spped limit,no,Compulsory minimum speed limit,no,Advised separation distance,no,A
604,11,Road and traffic signs,89,What should you do when you see this sign at a crossroads?,yes,Maintain the same speed,no,Carry on with great care,no,Find another route,no,Telephone the police,no,B
605,11,Road and traffic signs,90,What does this sign mean?,yes,Motorcycles only,no,No cars,no,Cars only,no,No motorcycles,no,D
606,11,Road and traffic signs,91,You're on a motorway. A lorry has stopped in the right-hand lane. What should you do when you see this sign on the lorry?,yes,Move into the right-hand lane,no,Stop behind the flashing lights,no,Pass the lorry on the left,no,Leave the motorway at the next exit,no,C
607,11,Road and traffic signs,92,You're on a motorway. What should you do if there's a red cross showing on the signs above your lane only?,no,Continue in that lane and look for further information,no,Don't continue in that lane,no,Pull onto the hard shoulder,no,Stop and wait for an instruction to proceed,no,B
608,11,Road and traffic signs,93,When may you sound your vehicle's horn?,no,To give you right of way,no,To attract a friend's attention,no,To warn others of your presence,no,To make slower drivers more over,no,C
609,11,Road and traffic signs,94,Your vehicle is stationary. When may you use its horn?,no,When another road user poses a danger,no,When the road is blocked by queuing traffic,no,When it's used only briefly,no,When signalling that you're just arrived,no,A
610,11,Road and traffic signs,95,What does this sign mean?,yes,You can park on the days and times shown,no,No parking on the days and times shown,no,No parking at all from Monday to Friday,no,End of the urban clearway restrictions,no,B
611,11,Road and traffic signs,96,What does this sign mean?,yes,Quayside or river bank,no,Steep hill downwards,no,Uneven road surface,no,Road liable to flooding,no,A
612,11,Road and traffic signs,97,Which sign means you have priority over oncoming vehicles?,no,,yes,,yes,,yes,,yes,C
613,11,Road and traffic signs,98,What do the long white lines along the contre of the road mean?,yes,Bus lane,no,Hazard warning,no,Giveway,no,Lane marking,no,B
614,11,Road and traffic signs,99,What's the reason for the hatched area along the centre of this road?,yes,It separates traffic flowing in opposite directions,no,It marks an area to be used by overtaking motorcyclists,no,It's a temporary marking to warn of the roadworks,no,It separates the two sides of the dual carriageway,no,A
615,11,Road and traffic signs,100,Other drivers may sometimes flash their headlights at you. What's the official meaning of this signal?,no,There's a radar speed trap ahead,no,They're giving way to you,no,They're warning you of their presence,no,There's a fault with your vehicle,no,C
616,11,Road and traffic signs,101,What does this signal mean?,yes,Cars must stop,no,Trams must stop,no,Both trams and cars must stop,no,Both trams and cars can continue,no,B
617,11,Road and traffic signs,102,Where would you find these road markings?,yes,At a railway crossing,no,At a mini-roundabout,no,On a motorway,no,On a pedestrian crossing,no,B
618,11,Road and traffic signs,103,A police car if following you. What should you do if the police officer flashes the headlights and points to the left?,no,Turn left at the next junction,no,Pull up on the left,no,Stop immediately,no,More over to the left,no,B
619,11,Road and traffic signs,104,"You see this amber traffic light ahead. Which light, or lights, will come on next?",yes,Red alone,no,Red and amber together,no,Green and amber together,no,Green alone,no,A
620,11,Road and traffic signs,105,What does it mean if you see this signal on the motorway?,yes,Leave the motorway at the next exit,no,All vehicles use the hard shoulder,no,Sharp bend to the left ahead,no,Stop: all lanes ahead closed,no,A
621,11,Road and traffic signs,106,What must you do when you see this sign?,yes,Stop only if traffic is approaching,no,Stop even if the road is clear,no,Stop only if children are waiting to cross,no,Stop only if a red light is showing,no,B
622,11,Road and traffic signs,107,Which shape is used for a 'give way' sign?,no,,yes,,yes,,yes,,yes,D
623,11,Road and traffic signs,108,What does this sign mean?,yes,Buses turning,no,Ring road,no,Mini-roundabout,no,Keep right,no,C
624,11,Road and traffic signs,109,What does this sign mean?,yes,Two-way traffic straight ahead,no,Two-way traffic crosses a one-way road,no,Two-way traffic over a bridge,no,Two-way traffic crosses a two-day road,no,B
625,11,Road and traffic signs,110,What does this sign mean?,yes,Two-way traffic crosses a one-way road,no,Traffic approaching you has priority,no,Two-way traffic straight aheada,no,Motorway contraflow system ahead,no,C
626,11,Road and traffic signs,111,What does this sign mean?,yes,Hump bridge,no,Traffic-calming hump,no,Low bridge,no,Uneven road,no,A
627,11,Road and traffic signs,112,Which sign informs you that you're coming to a 'no through road'?,no,,yes,,yes,,yes,,yes,C
628,11,Road and traffic signs,113,What does this sign mean?,yes,Direction to park-and-ripe car park,no,No parking for buses or coaches,no,Direction to bus and coach park,no,Parking area for cars and coaches,no,A
629,11,Road and traffic signs,114,What should you do when you're approaching traffic lights that have red and amber showing together?,yes,Pass the lights if the road is clear,no,Take care because there's a fault with the lights,no,Wait for the green light,no,Stop because the lights are changing to red,no,C
630,11,Road and traffic signs,115,You've stopped at a railway level crossing. What should you do if the red lights continue to flash after a train has gone by?,no,Phone the signal operator,no,Alert drivers behind you,no,Wait,no,Proceed with caution,no,C
631,11,Road and traffic signs,116,You're in a tunnel and you see this sign. What does it mean?,yes,Direction to an emergency pedestrian exit,no,Beware of pedestrians: no footpath ahead,no,No access for pedestrians,no,Beware of pedestrians crossing ahead,no,A
632,11,Road and traffic signs,117,Which sign shows that you're entering a one-way system?,no,,yes,,yes,,yes,,yes,B
633,11,Road and traffic signs,118,What does this sign mean?,yes,With-flow bus and cycle lane,no,Contraflow bus and cycle lane,no,No buses and cycles allowed,no,No waiting for buses and cycles,no,A
634,11,Road and traffic signs,119,Which of these signs warns you of a zebra crossing?,no,,yes,,yes,,yes,,yes,A
635,11,Road and traffic signs,120,What does this sign mean?,yes,School crossing patrol,no,No pedestrians allowed,no,Pedestrian zone - no vehicle,no,Zebra crossing ahead,no,D
636,11,Road and traffic signs,121,Which sign means there will be two-way traffic crossing your route ahead?,no,,yes,,yes,,yes,,yes,B
637,11,Road and traffic signs,122,Which arm signal tells you that the car you're following is going to pull up?,no,,yes,,yes,,yes,,yes,C
638,11,Road and traffic signs,123,Which sign means turn left ahead?,no,,yes,,yes,,yes,,yes,B
639,11,Road and traffic signs,124,What should you be aware of if you've just passed this sign?,yes,This is a single-track road,no,You can't stop on this road,no,Only one lane is in use,no,All traffic is going one way,no,D
640,11,Road and traffic signs,125,You're approaching traffic lights and the red light is showing. What signal will show next?,yes,Red and amber,no,Green alone,no,Amber alone,no,Green and amber,no,A
641,11,Road and traffic signs,126,What does this sign mean?,yes,Low bridge ahead,no,Tunnel ahead,no,Ancient monument ahead,no,Traffic danger spot ahead,no,B
642,11,Road and traffic signs,127,What does the white line along the side of the road indicate?,yes,The edge of the carriageway,no,The approach to a hazard,no,No parking,no,No overtaking,no,A
643,11,Road and traffic signs,128,What does this white arrow on the road mean?,yes,Entrance on the left,no,All vehicles turn left,no,Return to your side of the road,no,Road bends to the left,no,C
644,11,Road and traffic signs,129,How should you give an arms signal to turn left?,no,,yes,,yes,,yes,,yes,C
645,11,Road and traffic signs,130,"You've waiting at a T-junction. What should you do if a vehicle is coming from the right, with its left indicator flashing?",yes,Move out and accelerate hard,no,Wait until the vehicle starts to turn in,no,Pull out before the vehicle reaches the junction,no,Move out slowly,no,B
646,11,Road and traffic signs,131,When may you use hazard warning lights while you're driving?,no,Instead of sounding the horn in a built-up area between 11.30 pm and 7.00 am,no,"On a motorway or unrestricted dual carriageway, to warn of a hazard ahead",no,"On rural routes, after a sign warning of animals",no,"On the approach to toucan crossings, where cyclists are waiting to cross",no,B
647,11,Road and traffic signs,132,Why should you make sure that your indicators are cancelled after turning at a junction?,no,To avoid flattening the battery,no,To avoid misleading other road users,no,To avoid misleading other road users,no,To avoid damage to the indicator relay,no,B
648,11,Road and traffic signs,133,You're driving in busy traffic. You want to pull up just after a junction on the left. When should you signal?,no,As you're passing or just after the junction,no,Just before you reach the junction,no,Well before you reach the junction,no,It would be better not to signal at all,no,A
649,12,Essential Documents,1,For how long is an MOT certificate normally valid?,no,Three years after the date it was issued,no,"10,000 miles",no,One year after the date it was issued,no,"30,000 miles",no,C
650,12,Essential Documents,2,What's a cover note?,no,A document issued before you receive your driving licence,no,A document issued before you receive your insurance certificate,no,A document issued before you receive your registration document,no,A document issued before you receive your MOT certificate,no,B
651,12,Essential Documents,3,You've just passed your first practical driving test. What will you have to do if you get six penallty points on your licence in the next two years?,no,Retake only your theory test,no,Retake your theory and practical tests,no,Retake only your practical test,no,Reapply for your full licence immediately,no,B
652,12,Essential Documents,4,For how long is a Statutory Off-Road Notification (SORN) valid?,no,"Until the vehicle is taxed, sold or scrapped",no,Until the vehicle is insured and MOT'd,no,Until the vehicle is repaired or modified,no,until the vehicle is used on the road,no,A
653,12,Essential Documents,5,What's a Statutory Off-Road Notification (SORN) ?,no,A notification to tell DVSA that a vehicle doesn't have a current MOT,no,Information kept by the police about the owner of a vehicle,no,A notification to tell DVLA that a vehicle isn't being used on the road,no,Information held by insurance companies to check a vehicle is insured,no,C
654,12,Essential Documents,6,What's the maximum fine for driving or riding without insurance?,no,Unlimited,no,500,no,1000,no,5000,no,A
655,12,Essential Documents,7,Who's legally responsible for ensuring that a vehicle registration cartificate (V5C) is updated?,no,The registered vehicle keeper,no,The vehicle manufacturer,no,Your insurance company,no,The licensing authority,no,A
656,12,Essential Documents,8,Your insurer will issue you with an insurance certificate. When must you produce this document for inspection?,no,When making a SORN,no,When buying or selling a vehicle,no,When a police officer asks you for it,no,When your vehicle is having an MOT test,no,C
657,12,Essential Documents,9,When must your vehicle have valid insurance cover?,no,Before you can make s SORN,no,Before you can sell the vehicle,no,Before you can scrap the vehicle,no,Before you can tax the vehicle,no,D
658,12,Essential Documents,10,What do you need before you can legally use a motor vehicle on the road?,no,An appropriate driving licence,no,Breakdown cover,no,Proof of your identity,no,A vehicle handbook,no,A
659,12,Essential Documents,11,What must you have when you apply to renew your vehicle tax?,no,Valid insurance,no,The vehicle's chassis number,no,The handbook,no,A valid driving lecence,no,A
660,12,Essential Documents,12,A police officer asks to see your documents. You don't have them with you. How many days do you have to produce them at a police station?,no,5 days,no,7 days,no,14 days,no,21 days,no,B
661,12,Essential Documents,13,When should you update your vehicle registration certificate?,no,When you pass your driving test,no,When you move house,no,When your vehicle needs an MOT,no,When you have a collision,no,B
662,12,Essential Documents,14,What must you check before you drive someone else's vehicle?,no,That the vehicle owner has third-party insurance cover,no,That your own vehicle has insurance cover,no,That the vehicle is insured fr your use,no,That the insurance documents are in the vehicle,no,C
663,12,Essential Documents,15,Your car needs to pass an MOT test. What may be invalidated if you drive the car without a current MOT certificate?,no,The vehicle service record,no,The vehicle insurance,no,The vehicle tax,no,The vehicle registration document,no,B
664,12,Essential Documents,16,What legal requirement must be met by a newly qualified driver?,no,They must display green L plates,no,They must have a new photograph taken for their full licence,no,They must be accompanied on their first motorway journey,no,They must have valid motor insurance,no,D
665,12,Essential Documents,17,What's covered by third-party insurance?,no,Damage to your vehicle,no,Fire damage to your vehicle,no,Flood damage to your vehicle,no,Damage to other vehicles,no,D
666,12,Essential Documents,18,Who's responsible for paying the vehicle tax?,no,The driver of the vehicle,no,The registered keeper of the vehicle,no,The car dealer,no,The Driver and Vehicle Licensing Agency (DVLA),no,B
667,12,Essential Documents,19,What information is found on a vehicle registraation document?,no,The registered keeper,no,The type of insurance cover,no,The service history details,no,The date ò the MOT,no,A
668,12,Essential Documents,20,When must you contact the Driver and Vehicle Licensing Agancy (DVLA)?,no,When you get a parking ticket,no,When you change your vehicle,no,When you use your vehicle for work,no,When your vehicle's insurance is due,no,B
669,12,Essential Documents,21,What circumstances require you to notify the Driver and Vehicle Licensing Agancy (DVLA)?,no,When your health affects your driving,no,When you have to work abroad,no,When you lend your vehicle to someone,no,When your vehicle needs an MOT certificate,no,A
670,12,Essential Documents,22,When could the cost of your insurance be reduced?,no,When you're under 25 years old,no,When you don't wear glasses,no,When you pass the driving test first time,no,When you complete the Pass Plus scheme,no,D
671,12,Essential Documents,23,"In order to supervise a learner driver you need to have held a full driving licence for the same category of vehicle, for at least three years. What other requirement must you meet?",no,To have a car with dual controls,no,To be at least 21 years old,no,To be an approved driving instructor,no,To hold an advanced driving certificate,no,B
672,12,Essential Documents,24,Your care require an MOT certificate. When is it legal to drive it without an MOT certificate?,no,Up to seven days after the old cartificate has run out,no,When driving to an MOT contre to arrange an appointment,no,When driving the car with the owner's permission,no,When driving to an appointment at an MOT centre,no,D
673,12,Essential Documents,25,When will a new car need its first MOT test?,no,When it's one year old,no,When it's three years old,no,When it's five years old,no,When it's seven years old,no,B
674,12,Essential Documents,26,What does third-party insurance cover?,no,Damage to your vehicle,no,Damage to other vehicle,no,Injury to yourself,no,All damage and injury,no,B
675,12,Essential Documents,27,What's the legal minimum insurance cover you must have to drive on public roads?,no,"Third party, fire and theft",no,Comprehensive,no,Third party only,no,Personal injury cover,no,C
676,12,Essential Documents,28,What does it mean if your insurance policy has an excess of £500?,no,The insurance company will pay the first £500 of any claim,no,You'll be paid £500 if you don't claim within one year,no,Your vehicle is insured for a value of £500 if it's stolen,no,You'll have to pay the first £500 of the cost of any claim,no,D
677,13,"Incidents, accidents and emergencies",1,When are you allowed to use hazard warning lights?,no,When stopped and temporarily obstructing traffic,no,When travelling during darkness without headlights,no,When parked on double yellow lines to visit a shop,no,When travelling slowly because you're lost,no,A
678,13,"Incidents, accidents and emergencies",2,What should you do if you have to stop while you're going through a congested tunnel?,no,Pull up very close to the vehicle in front to save space,no,"Ignore any message signs, as they're never up to date",no,Keep a safe distance from the vehicle in front,no,Make a U-turn and find another route,no,C
679,13,"Incidents, accidents and emergencies",3,You arrive at the scene of a crash where someone is bleeding heavily from a wound in their arm. Nothing is embedded in the wound. What could you do to help?,no,Walk them around and keep them talking,no,Dab the wound,no,Get them a drink,no,Apply pressure over the wound,no,D
680,13,"Incidents, accidents and emergencies",4,You're at an incident. What could you do to help an unconscious casualty?,no,Take photographs of the scene,no,Check that they're breathing normally ,no,Move them to somewhere more comfortable,no,Splash their face with cool water,no,B
681,13,"Incidents, accidents and emergencies",5,A casualty isn't breathing normally and needs CPR. At what rate should you press down and release on the centre of their chest?,no,10 times per minute,no,120 times per minute,no,60 times per minute,no,240 times per minute,no,B
682,13,"Incidents, accidents and emergencies",6,"Following a collision, a person has been injured. What would be a warning sign for shock?",no,Flushed complexion,no,Warm dry skin,no,Slow pulse,no,Rapid shallow breathing,no,D
683,13,"Incidents, accidents and emergencies",7,An injured person has been placed in the recovery position. They're unconscious but breathing normally. What else should be done?,no,Press firmly between their shoulders,no,Place their arms by their side,no,Give them a hot sweet drink,no,Check their aiway remains open,no,D
684,13,"Incidents, accidents and emergencies",8,An injured motorcyclist is lying unconscious in the road. The traffic has stopped and there's no further danger. What could you do to help?,no,Remove their safety helmet,no,Seek medical assistance,no,Move the person off the road,no,Remove their leather jacket,no,B
685,13,"Incidents, accidents and emergencies",9,What should you do if you see a large box fall from a lorry onto the motorway?,no,Go to the next emergency telephone and report the hazard,no,Catch up with the lorry and try to get the driver's attention,no,Stop close to the box until the police arrive,no,"Pull over to the hard shoulder, then remove the box",no,A
686,13,"Incidents, accidents and emergencies",10,You're going through a long tunnel. What will warn you of congestion or an incident ahead?,no,Hazard warning lines,no,Other drivers flashing their lights,no,Variable message signs,no,Areas with hatch markings,no,C
687,13,"Incidents, accidents and emergencies",11,"11. An adult casualty isn't breathing. To maintain circulation, CPR should be given. What's the correct depth to press down on their chest?",no,1 to 2 centimetres,no,5 to 6 centimetres,no,10 to 15 centimetres,no,15 to 20 centimetres,no,B
688,13,"Incidents, accidents and emergencies",12,You're the first person to arrive at an incident where people are badly injured. You've switched on your hazard warning lights and checked all engines are stopped. What else should you do?,no,Make sure that an ambulance has been called,no,Stop other cars and ask the drivers for help,no,Try and get people who are injured to drink something,no,Move the people who are injured clear of their vehicles,no,A
689,13,"Incidents, accidents and emergencies",13,You arrive at the scene of a motorcycle crash. The rider is injured. When should their helmet be removed?,no,Only when it's essential,no,Always straight away,no,Only when the motorcyclist asks,no,"Always, unless they're in shock",no,A
690,13,"Incidents, accidents and emergencies",14,You arrive at an incident. There's no danger from fire or further collisions and the emergency services have been called. What's your first priority when attending to an unconscious motorcyclist?,no,Check whether they're breathing normally,no,Check whether they're bleeding,no,Check whether they have any broken bones,no,Check whether they have any bruising,no,A
691,13,"Incidents, accidents and emergencies",15,"At an incident, someone is unconscious and you want to help. What would be the first thing to check?",no,Whether their vehicle is insured,no,Whether they have any allergies,no,Whether they're comfortable,no,Whether their airway is open ,no,D
692,13,"Incidents, accidents and emergencies",16,What could you do to help injured people at an incident?,no,Keep them warm and comfortable,no,Give them something to eat,no,Keep them on the move by walking them around,no,Give them a warm drink,no,A
693,13,"Incidents, accidents and emergencies",17,There's been a collision. How can you help a driver who's suffering from shock?,no,Give them a drink,no,Reassure them confidently,no,Ask who caused the incident,no,Offer them a cigarette,no,B
694,13,"Incidents, accidents and emergencies",18,"You arrive at the scene of a motorcycle crash. No other vehicle is involved. The rider is unconscious and lying in the middle of the road. What's the first thing you should do at the scene?
",no,Move the rider out of the road,no,Warn other traffic,no,Clear the road of debris,no,Give the rider ressurance,no,B
695,13,"Incidents, accidents and emergencies",19,"At an incident, how could you help a small child who isn't breathing?",no,Find their parents and explain what's happening,no,Open their airway and begin CPR,no,Put them in the recovery position and slap their back,no,Talk to them confidently until an ambulance arrives,no,B
696,13,"Incidents, accidents and emergencies",20,"At an incident, a casualty isn't breathing. What should you do while helping them to start breathing again?",no,Put their arms across their chest,no,Shake them firmly,no,Roll them onto their side,no,Open their airway ,no,D
697,13,"Incidents, accidents and emergencies",21,"At an incident, someone is suffering from severe burns. How could you help them?",no,Apply lotions to the injury,no,Burst any blisters,no,Remove anything sticking to the burns,no,"Douse the burns with clean, cool water",no,D
698,13,"Incidents, accidents and emergencies",22,You arrive at an incident. A pedestrian is bleeding heavily from a leg wound. The leg isn't broken and there's nothing in the wound. How could you help?,no,Dab the wound to stop the bleeding,no,Keep the casualty's legs flat on the ground,no,Give them a warm drink,no,Apply firm pressure over the wound,no,D
699,13,"Incidents, accidents and emergencies",23,"At an incident, a casualty is unconscious but breathing. When should you move them?",no,When an ambulance is on its way,no,When bystanders tell you to move them,no,When there's a risk of further danger,no,When bystanders offer to help you,no,C
700,13,"Incidents, accidents and emergencies",24,"At an incident, it's important to look after any casualties. What should you do with them when the area is safe?",no,Move them away from the vehicles,no,Ask them how it happened,no,Give them something to eat,no,Keep them where they are,no,D
701,13,"Incidents, accidents and emergencies",25,Which sign shows that a tanker is carrying dangerous goods?,no,,yes,,yes,,yes,,yes,B
702,13,"Incidents, accidents and emergencies",26,Which document may the police ask you to produce after you've been involved in a collision?,no,Your vehicle registration document,no,Your driving licence,no,Your theory test certificate,no,Your vehicle service record,no,B
703,13,"Incidents, accidents and emergencies",27,"After a collision, someone is unconscious in their vehicle. When should you call the emergency services?",no,Only as a last resort,no,As soon as possible,no,After you've woken them up,no,After checking for broken bones,no,B
704,13,"Incidents, accidents and emergencies",28,A collision has just happened. An injured person is lying in a busy road. What's the first thing you should do?,no,Treat the person for shock,no,Warn other traffic,no,Place them in the recovery position,no,Make sure the injured person is kept warm,no,B
